"ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TDP2",64.0897697999389,-0.0258173205980745,0.159525561916164,-0.161838142351395,0.871433315705254,0.956852814844939
"FRK",77.060810551871,0.142511090291043,0.332029148421318,0.429212588619501,0.667768522567664,0.872245958172186
"DSE",408.600961682383,0.503701506127983,0.230926356038644,2.18122138489767,0.0291670458415077,0.232470523112785
"RWDD1",67.4650647812792,-0.282475631769253,0.175054859621681,-1.61364061745972,0.106605401270682,0.4098112744524
"TMEM14C",184.541617869174,0.0833017878560404,0.185348345453663,0.449433673940541,0.653118844219926,0.865159749821364
"PAK1IP1",33.8979360715316,-0.543718361619513,0.293069949580529,-1.85525115214895,0.0635603701751971,0.327069578658013
"GCNT2",73.2116089877239,0.571503594176888,0.273862150487516,2.08682942553224,0.0369035562233416,0.259688894265945
"SMIM8",26.2232112258554,0.666746918186743,0.308552562905227,2.16088601536438,0.030704145429743,0.239153505898447
"LINC01590",26.2232112258554,0.666746918186743,0.308552562905227,2.16088601536438,0.030704145429743,0.239153505898447
"NEDD9",126.247012506737,0.434253994837728,0.462247270252797,0.939440907028483,0.347504418630647,0.666773964459606
"CEP85L",55.5555819861567,-0.113134022523563,0.246252843731742,-0.459422197157676,0.645931011259132,0.861052700269792
"ADTRP",14.868263339508,-0.440940622288503,0.40375889567287,-1.0920889347928,0.274794012553837,0.60423084907321
"ASF1A",36.3719647984334,0.335938224220915,0.23170601270978,1.44984681360725,0.147101241694744,0.46863284294419
"MCM9",28.5663944692022,0.222518510536357,0.3079427433921,0.722597025944615,0.469927495948741,0.757560301627751
"RNGTT",40.6458481906443,-0.268666973824859,0.337782962312527,-0.795383437890157,0.426390491092501,0.726912972426495
"MAN1A1",75.4173929339572,1.73750302819642,0.517539969786111,3.35723447391801,0.00078726319163313,0.0419330127891753
"SERINC1",520.150221900866,0.539452886384176,0.201217560639216,2.68094337626634,0.00734149372997269,0.121263056266002
"HDDC2",43.6700267574083,-0.0263459299477597,0.313312585798007,-0.0840883231060018,0.932986208573673,0.978506445618819
"TPD52L1",108.043655132028,-0.141298796147493,0.302946225729647,-0.466415436624683,0.640918164231213,0.859120750899035
"HINT3",58.2152171084546,-0.109998007940422,0.277624056174368,-0.396212091474289,0.691948571989266,0.885205906156787
"NCOA7",159.801919492069,0.27404920302438,0.366919290764741,0.746892327337712,0.455128557767703,0.74681452148849
"SASH1",57.5239202562605,0.113084592081232,0.312639341310432,0.361709411257191,0.717569193445343,0.898799393143714
"UST",34.6482804300705,0.964602204780705,0.322264103356757,2.99320400483096,0.00276065148981946,0.0774622968239711
"ULBP1",32.0629579416557,0.917043494627283,0.346706247821402,2.64501577456336,0.0081687108826392,0.126694873734253
"FBXO5",15.1029196236473,0.483385825214019,0.856315122013482,0.564495257397087,0.57241712687217,0.821346297627646
"MTRF1L",28.3319330598643,0.268008566182228,0.311412004499885,0.860623747028116,0.389445302603937,0.698656977176246
"PPARD",413.183152132739,-1.1375039470348,0.303110461668445,-3.75277032925063,0.00017489107334607,0.0170441877320802
"FANCE",26.9495865655739,0.291129241957083,0.364678658558263,0.798317190010643,0.424686444968699,0.724729747128165
"MAPK14",207.149161710272,-0.043184847646598,0.108056874433005,-0.399649239099289,0.68941488443092,0.883981074627979
"KCTD20",127.923607299631,-0.269507320075819,0.130686542315681,-2.06224233421686,0.0391846700905906,0.266798013993038
"STK38",313.844941617711,0.282588692799548,0.235179280448135,1.20158838933887,0.229523042123304,0.56445025427342
"SRSF3",409.877824856229,-0.01910720113935,0.181634143292318,-0.105196086996701,0.916220215620344,0.973968665279076
"MRPL18",81.0840128566082,-0.024790794099971,0.21789766318479,-0.113772647845915,0.909418021631438,0.971476455569862
"MCM3",82.406864656325,-0.169012965640285,0.540137560041581,-0.31290726315584,0.75435111928471,0.915346477543929
"RNF8",61.6519641840202,-0.2312371016503,0.19468924191184,-1.18772408469806,0.234942131730386,0.570157350492791
"PHACTR1",9.07941291817077,0.805840810878392,0.541870711462058,1.48714590737724,0.13697627900024,0.454282444743661
"CILK1",44.6015537875706,0.712679421863809,0.214257446432753,3.32627609322083,0.000880147010619939,0.0441341821676153
"FBXO9",218.66101725514,0.398950030025608,0.275683160716361,1.4471323855579,0.147859849161023,0.469505732277988
"CD83",5.2168918171668,-0.721292155096148,0.633395188844862,-1.13877113025059,0.254798626057367,0.587515372223391
"MDN1",199.436801522211,0.0982966679204675,0.193966529875742,0.506771286692801,0.612315305323415,0.84389517722721
"SAYSD1",17.3787676265335,0.360052326603422,0.330854761446919,1.08824888911622,0.276485247325596,0.60546778610256
"BACH2",15.0033251994406,0.472354186078818,0.582790969178931,0.810503612889363,0.417650789422559,0.719139167149242
"CAP2",29.9949038062006,0.205917933270483,0.372602537926338,0.552647693750258,0.580504676724578,0.825778097515238
"ZNF451",136.43505798465,0.184701977685175,0.173456658700958,1.06483071372662,0.286952543574869,0.614712324651233
"BAG2",20.7988126257287,0.884828648677134,0.542061953446168,1.63233859718768,0.102608176550547,0.401977662209357
"RAB23",34.6641609805353,0.446026024524084,0.315772154139429,1.41249321283454,0.157804787735555,0.48337569735713
"FBXL4",73.6130936808919,0.512589019211618,0.260193722526526,1.97002838590528,0.0488351174115559,0.294063000315055
"CCNC",114.06189849353,-0.307414895711106,0.207985481754051,-1.47805939683152,0.139391880714656,0.457171981467255
